content|translated|likes|workId|sentiment|country|platform|postTime
Every new video you made is very fresh and surprising. So skilled and lovingLove all the traditional tools you used to make the mattress. Didn't know|你做的每一个新视频都非常新鲜和令人惊讶。好熟练，好爱你做床垫用的所有传统工具。不知道|0|5|积极|爱尔兰|Facebook|2023-07-27
十幾分鐘的影片卻用了幾個月時間錄製，時間軸的延續，看得到製作的用心，妳的視頻總是讓人心靈得到一種暖暖的滿足感。|十几分钟的影片却用了几个月时间录制，时间轴的延续，看得到制作的用心，妳的视频总是让人心灵得到一种暖暖的满足感。|2|5|积极|中国|Facebook|2020-07-27
太厲害了，第一次看到彈棉花整個過程|太厉害了，第一次看到弹棉花整个过程|1|5|消极|中国|Facebook|2020-07-27
How lovely she isTakes care of her pets in proper way.|她是多么可爱啊!她用正确的方式照顾她的宠物。|1|5|积极|马来西亚|Facebook|2023-07-27
好姑娘:妳好棒!好厲害!尚文能武!能力太強了!又會制作文房四寶，又會下田上山做各種活。不知那位有福氣的哥兒能娶到妳真是幸福囉~太棒了!|好姑娘:妳好棒!好厉害!尚文能武!能力太强了!又会制作文房四宝，又会下田上山做各种活。不知那位有福气的哥儿能娶到妳真是幸福囉~太棒了!|2|5|积极|中国|Facebook|2020-07-27
เป็นงานแฮนด์เมดที่มีคุณภาพมากๆ ชื่นชมในความตั้งใจของนาง เก่งทุกด้านจริงๆ ติดตามคะ|这是一个非常高质量的手工制作，非常欣赏她的意图。|4|5|积极|泰国|Facebook|2023-07-27
I have one blanket of this kind. It used to belong to my grandpa since he was a private soldier in the Northern part of Thailand for a short while. T|我有一条这种类型的毯子。它曾经属于我爷爷，因为他在泰国北部当过一段时间的列兵。T|1|5|积极|美国|Facebook|2023-07-27
李子柒妳真的太棒了~真的好喜歡看妳，太優秀了~祝奶奶與妳新年快樂。|李子柒妳真的太棒了~真的好喜欢看妳，太优秀了~祝奶奶与妳新年快乐。|5|5|积极|中国|Facebook|2020-07-27
小時候聽過媽媽說彈棉花，今天第一次看到過程。好美！|小时候听过妈妈说弹棉花，今天第一次看到过程。好美！|0|5|积极|中国|Facebook|2020-07-27
真的是漂亮女神,太優秀了|真的是漂亮女神,太优秀了|4|5|积极|中国|Facebook|2020-07-27
感恩分享常年住在热带国家的我，没有亲眼看过种棉花，制作棉花过程等。长知识了|感恩分享常年住在热带国家的我，没有亲眼看过种棉花，制作棉花过程等。长知识了|0|5|积极|中国|Facebook|2020-07-27
真功夫！太厲害了。|真功夫！太厉害了。|5|5|消极|中国|Facebook|2020-07-27
Hard to do but the result was really amazing,your smart and hardworking Liziqi. May god continue to bless you for your hardwork.|很难做到，但结果真的是惊人的，你的聪明和勤奋。愿上帝继续保佑您的辛勤工作。|4|5|消极|爱尔兰|Facebook|2023-07-27
I really love your videos!I can be your dog in the next life|我真的很喜欢你的视频!下辈子我可以做你的狗|3|5|积极|澳大利亚|Facebook|2023-07-27
祝子柒姑娘2020新年快樂 ㄧ切順|祝子柒姑娘2020新年快乐 ㄧ切顺|1|5|积极|中国|Facebook|2020-07-27
佩服到五體投地了…|佩服到五体投地了…|2|5|积极|中国|Facebook|2020-07-27
太神奇了！這個老手藝妳也會！真是了不起！奶奶真幸福！|太神奇了！这个老手艺妳也会！真是了不起！奶奶真幸福！|4|5|积极|中国|Facebook|2020-07-27
以大地的恩惠與神奇，從無到有，從種子到一襲溫暖，賢慧如妳，還有何不會的呢?|以大地的恩惠与神奇，从无到有，从种子到一袭温暖，贤慧如妳，还有何不会的呢?|5|5|积极|中国|Facebook|2020-07-27
Vừa xinh đẹp tài năng lại yêu thương mn cả động vật nưaz chứ|你既漂亮又有才华，却爱上了所有的动物。|1|5|积极|越南|Facebook|2023-07-27
终于等到更新了，棒棒哒|终于等到更新了，棒棒哒|3|5|消极|中国|Facebook|2020-07-27
As a dedicated spinner and weaver, this video has very special place in my heart. We are all joined as a community through the ages when she sits and|作为一个专注的纺纱和编织者，这个视频在我心中有着非常特殊的位置。我们所有人都是一个社区，在她坐着和|0|5|积极|牙买加|Facebook|2023-07-27
Ms. Li has so many beautiful videos; I could never pick one favorite. However, this one in particular has to be one of the most amazing of all.I'm to|李老师有很多漂亮的视频;我从来都挑不出一个最喜欢的。然而，这一个尤其必须是最惊人的一个。我来|2|5|积极|新西兰|Facebook|2023-07-27
So talented in all aspects, cooking, carpentry, sweet dishes everything, so amazing, hope to get there in your place & see you personally|在各个方面都很有天赋，烹饪，木工，甜品，一切都很神奇，希望能在你的地方亲自见到你|2|5|积极|爱尔兰|Facebook|2023-07-27
I so adore this lady, full of talent and all.She is simply amazing|我很喜欢这位女士，她很有才华。她简直太棒了|1|5|积极|新加坡|Facebook|2023-07-27
不知道該怎麼說，反正看了心裏舒服，心裏寧靜，看到小狗在互動，已經是一種享受，整個人都放鬆了。|不知道该怎么说，反正看了心里舒服，心里宁静，看到小狗在互动，已经是一种享受，整个人都放松了。|1|5|积极|中国|Facebook|2019-07-28
呵呵有人跟我一樣注意那隻小羊嗎|呵呵有人跟我一样注意那只小羊吗|0|5|积极|中国|Facebook|2019-07-28
仙氣十足的子柒～Happy new year～～ 期待明年妳滿滿的新作品|仙气十足的子柒～Happy new year～～ 期待明年妳满满的新作品|0|5|积极|中国|Facebook|2019-07-28
Wonderful. I would be honored to meet you 李子柒|太棒了。我很荣幸能见到你柒|4|5|积极|爱尔兰|Facebook|2023-07-27
我答应要分享的子柒的美食淘宝店，因为在台湾就不分享了——因为我第一次买的人参蜂蜜和辣椒酱都被浪费了——不可以寄来台湾，所以我根本无法吃到……太失落了！|我答应要分享的子柒的美食淘宝店，因为在台湾就不分享了——因为我第一次买的人参蜂蜜和辣椒酱都被浪费了——不可以寄来台湾，所以我根本无法吃到……太失落了！|2|5|积极|中国|Facebook|2019-07-28
Tiba2 je rasa nak berhenti kerja pejabat..|我突然想辞职。|1|5|消极|文莱|Facebook|2023-07-27
Just like everyone, I love when a new video comes out! I’m especially impressed she didn’t get any purple on herself from dyeing the wool. Does anyon|就像每个人一样，我喜欢新视频的发布!尤其令我印象深刻的是，她没有把羊毛染成紫色。是否任意子|3|5|中立|爱尔兰|Facebook|2023-07-27
Omg she is superficial.. So knowledgeable.. Praise the Heavens who marries her.I love her videos.|天哪，她太肤浅了…所以知识渊博的. .赞美上帝娶了她。我喜欢她的视频。|4|5|积极|新西兰|Facebook|2023-07-27
Waooo foto lo que ella ase es arte puro quisiera ser tan creativa como ella lo ase ver tan fácil y natural es la numero # 1 me encantazi|哇，她的照片是纯粹的艺术，我想要像她一样有创意，因为她看到它是如此容易和自然，这是# 1我喜欢它|5|5|积极|西班牙|Facebook|2023-07-27
Her videos are gifts. The sheep look like Angoras. I’ve come to appreciate my Angora and Silk yarn so much more after seeing this video. Thank you.|她的视频是礼物。这些羊看起来像安哥拉羊。看了这个视频后，我开始更加欣赏我的安哥拉和丝绸纱线了。谢谢你！|5|5|积极|马来西亚|Facebook|2023-07-27
Translation:|Translation:|1|5|中立|新西兰|Facebook|2023-07-27
Is there anyone who can provide a fabulous and apt translation? FB and Goggles do not do a good job. And I wonder how she picked up the little lamb..|有谁能提供一个精彩而贴切的翻译吗?FB和Goggles做得不好。我想知道她是怎么抱起小羊羔的……|5|5|积极|马来西亚|Facebook|2023-07-27
Merry Christmas!|圣诞快乐!|1|5|积极|加拿大|Facebook|2023-07-27
always love ur handcrafted pieces!|永远爱我们的手工作品!|4|5|积极|罗马尼亚|Facebook|2023-07-27
Namkang Tunchina.อาม่วยมาแล้ว มาคราวนี้แอดวานซ์ไปอีก ไม่ต้องทำกับข้าวด้วยการหั่นทุกอย่างให้เล็กแล้วต้มหรือผัดแล้ว คราวนี้ไต่เขาเอาไหมไปแลกขนแกะกันเลย|她来了。来吧，我们再来一次，不要把所有的东西都切小，煮熟，炒熟，然后去爬山。|5|5|消极|泰国|Facebook|2023-07-27
Você é um ser iluminado...eu amo seus trabalhos e meu sonho é um dia conhecer você e seu lar, pois acho o lugar mais lindo e rico do mundo.|你是一个开明的人……我爱你的作品，我的梦想是有一天见到你和你的家，因为我发现世界上最美丽和最富有的地方。|4|5|积极|葡萄牙|Facebook|2023-07-27
Maravillosa, me fascina esta mujer es tan habilosa me encantatodo lo que hace es genial|Maravillosa, me fascina esta mujer es tan habilosa me encantatodo lo que hace es genial|4|5|消极|西班牙|Facebook|2023-07-27
Pleasure watching your video young&beautiful you have all d essential qualities..🖒🖒🖒|Pleasure watching your video young&beautiful you have all d essential qualities..🖒🖒🖒|4|5|消极|新西兰|Facebook|2023-07-27
Omg love how the animals are close to you|我的天，喜欢动物们离你这么近|5|5|积极|澳大利亚|Facebook|2023-07-27
Semua video2 dia suda sy tngo..semua dia ble buat..lg2 klu dia masak favorite habis...sngat sedap..bikin lapar..hehe semua fresh petik dari kebun...m|所有这些视频都是她编造的。他最喜欢的烹饪用完了。美味的…令人饥饿…呵呵所有新鲜的从花园收集|2|5|积极|马来西亚|Facebook|2019-07-28
Omg!!!!! I’m always so in loveI wish she can make videos every day!!!|Omg ! !我一直很爱她，我希望她每天都能做视频!!|5|5|中立|澳大利亚|Facebook|2023-07-27
Subhanallah it is beautiful the world|Subhanallah，这是美丽的世界|4|5|积极|马来西亚|Facebook|2023-07-27
I could not agree more... every video has inspired me to pick up my hobby making jewelry, pieces l love wearing. And she loves her clothes made from |I could not agree more... every video has inspired me to pick up my hobby making jewelry, pieces l love wearing. And she loves her clothes made from |3|5|消极|新加坡|Facebook|2023-07-27
I like this girl very much, she has a lot of quality.....|我很喜欢这个女孩，她有很多品质.....|4|5|积极|英国|Facebook|2023-07-27
Oh my goodness! My ultimate X-mas Suspence... Present Opened! A Li ZiQi meditation for Life! Happy Holidays @Everybody who landed here|我的天哪!我的终极圣诞悬疑…现在开了!一个李自淇的人生冥想!节日快乐@所有到达这里的人|0|5|积极|牙买加|Facebook|2023-07-27
终于等到了. 日也盼夜也盼子柒的新作品. 非常的好. 婆婆,棉羊,狗狗,天上的星星,手功的棉线,织好的斗蓬都是美. 谢谢你的视频. 在这个快过节的日子, 这是最好的礼物.|终于等到了. 日也盼夜也盼子柒的新作品. 非常的好. 婆婆,棉羊,狗狗,天上的星星,手功的棉线,织好的斗蓬都是美. 谢谢你的视频. 在这个快过节的日子, 这是最好的礼物.|5|5|积极|中国|Facebook|2019-07-28
มาแล้วแม่นางน้อย นึกว่าวันนี้จะลงแต่ยูทูปอย่างเดียว ในที่สุดก็ลงเฟสซ่ะที...คิดถึงมากหายไปนานเลย วันนี้แม่นางไปขึ้นเขา มีฝูงแกะมากมาย อากาศดี๊ดี ที่สำ|来吧，小姐，我还以为你今天只上YouTube呢。终于开始了，太想念了，太怀念了。她今天上山了，有很多羊。天气真好。|0|5|积极|泰国|Facebook|2023-07-27
@李子柒：今天心情是蓝【轉自子柒為博】|@李子柒：今天心情是蓝【转自子柒为博】|4|5|积极|中国|Facebook|2019-07-28
I love this winter video- so calm and relaxing. Nature at its best!!|我喜欢这个冬天的视频——如此平静和放松。最好的大自然!!|3|5|积极|马来西亚|Facebook|2023-07-27
Que felicidad!! Despues de tanto tiempo, un video nu3vo|多么幸福! !这么长时间之后，一个nu3vo视频|5|5|积极|西班牙|Facebook|2023-07-27
I love watching this video.. Best ever.|我喜欢看这个视频。最好的。|5|5|积极|英国|Facebook|2023-07-27
มาแล้ว ปล่อยให้คิดถึงตั้งนานความสามารถรอบด้านจริงๆตกหลุมรักตั้งแต่เห็นคลิปแรก… 展开|ม า แ ล ้ ว ป ล ่ อ ย ใ ห ้ ค ิ ด ถ ึ ง ต ั ้ ง น า น ค ว า ม ส า ม า ร ถ ร อ บ ด ้ า น จ ร ิ ง ๆ ต ก ห ล ุ ม ร ั ก ต ั ้ ง แ ต ่ เ ห ็ น ค ล ิ ป แ ร ก... unfold|3|5|消极|泰国|Facebook|2023-07-27
Gwenhwyfar Rogers one of my favorite pages on Facebook... She does all the shooting and editing herselfjust thought you'd enjoy this one. Look at the|我在Facebook上最喜欢的页面之一…所有的拍摄和剪辑都是她自己做的，我想你会喜欢这个的。看看这个|1|5|积极|新西兰|Facebook|2023-07-27
Yo nunca he podido ni tejer unos guantes, pero ella hace todo desde cerotan lindoPd. me encanto el cielo nocturno que mostró|我从来没有织过手套，但自从塞坦·林多布以来，她就一直在织。我喜欢它展示的夜空|4|5|积极|西班牙|Facebook|2023-07-27
Been waiting for a new update from you! About time for the holidays. Loved it before watching and loved it more after. Happy holidays to you and gran|一直在等待你的新消息!快到假期了。看之前就喜欢，看完之后更喜欢。祝你和奶奶节日快乐|1|5|积极|加拿大|Facebook|2023-07-27
Your Love for your grandma is inspiring to all on this PlanetYour Love for the earth all can learn from youYour Love for your dogs and now a baby She|Your Love for your grandma is inspiring to all on this PlanetYour Love for the earth all can learn from youYour Love for your dogs and now a baby She|4|5|消极|美国|Facebook|2023-07-27
Wow... Quisiera saber que no sabe hacer, si hace de todo...|哇...我想知道他不知道该做什么，如果他什么都做……|3|5|中立|西班牙|Facebook|2023-07-27
She’s amazing this women|她真是个了不起的女人|0|5|积极|爱尔兰|Facebook|2023-07-27
I'm waiting for you update new video ...love every thing you do|我在等你更新新视频…爱你做的每一件事|2|5|积极|加拿大|Facebook|2023-07-27
小羊羔好可爱呀。子柒圣诞快乐！|小羊羔好可爱呀。子柒圣诞快乐！|1|5|积极|中国|Facebook|2019-07-28
งานฝีมือ มันมีหลายขั้นตอนครับดังนั้นเวลาไปซื้องานฝีมือ อย่าไปต่อราคาเขามากนะครับ|工艺有很多步骤，所以当你买一件工艺品时，不要花太多钱。|4|5|中立|泰国|Facebook|2023-07-27
Always look forward for your videos, as in everyday i search if there is a new upoloaded video. Really touches my heart and soul, sooo relaxing|总是期待你的视频，因为在每天我搜索，如果有一个新的上传的视频。真的触动了我的心灵和灵魂，太放松了|2|5|积极|新西兰|Facebook|2023-07-27
I wish I could be there to learn more about the art of cooking from you..|I wish I could be there to learn more about the art of cooking from you..|4|5|消极|马来西亚|Facebook|2023-07-27
Anyone knows that she's a kungfu movies director|大家都知道她是功夫电影导演|0|5|积极|新西兰|Facebook|2023-07-27
Me encanta como hace la pigmentación natural de la lana, es tan ecológica...|我喜欢羊毛的天然色素，它是如此的生态……|0|5|积极|西班牙|Facebook|2023-07-27
Sadia Jafri Syeda Ayman is fantasy mn rehna chahti hun mn....|Sadia Jafri syyeda Ayman是一个幻想的人rehna chahti hun mn....|1|5|积极|英国|Facebook|2023-07-27
Falling in love with you is very easy|爱上你很容易|2|5|积极|美国|Facebook|2023-07-27
Yes, it sounds good because it’s natural, and good Coulter, thank you, good buy|是的，听起来不错，因为它是天然的，库尔特，谢谢，买得好|0|5|积极|英国|Facebook|2023-07-27
Can someone please tell me the name/artist of the song? Thank you|有人能告诉我这首歌的名字/演唱者吗?谢谢你！|1|5|积极|澳大利亚|Facebook|2023-07-27
Tora Natsumi Je veux. Faire ça.|Tora Natsumi我想要。这么做。|3|5|中立|法国|Facebook|2023-07-27
I love that there is silence, except for the beautiful music.|我喜欢寂静，除了美妙的音乐。|2|5|积极|牙买加|Facebook|2023-07-27
好美的化妝品|好美的化妆品|3|5|积极|中国|Facebook|2019-07-28
棒|棒|4|5|积极|中国|Facebook|2018-07-28
Hi sweetness|你好,甜蜜|1|5|积极|澳大利亚|Facebook|2023-07-27
Ok that is one of the coolest things I've ever seen! However the prep time for going out just went from 1 hour to several days.... jajaja! ... ...Are|这是我见过的最酷的事情之一!然而，外出的准备时间从1小时变成了几天....jajaja !……|5|5|消极|英国|Facebook|2023-07-27
Vicki, interesting video on how to make makeup. It’s a bit long but still interesting especially since we went to China.|Vicki，关于如何化妆的有趣视频。它有点长，但仍然很有趣，特别是因为我们去了中国。|5|5|积极|英国|Facebook|2023-07-27
I love all her videos they make me Relax and calm but the only thing I don’t like when her pets or push them not in gentle way she’s not so loving to|我喜欢她所有的视频，它们让我放松和平静，但我唯一不喜欢的是，当她的宠物或推他们不温柔的方式，她不是那么喜欢|0|5|积极|新加坡|Facebook|2023-07-27
Well later will have many health problems.....Woman born with natural beauty no matter what color of skin or bodyLike i always said … 展开|好以后会有很多健康问题.....女人天生就有自然美，不管肤色和身材，就像我常说的|2|5|积极|爱尔兰|Facebook|2023-07-27
Yoli Martinez you may find her videos interesting. They are very humbling and relaxing. She does these videos where she builds and cooks and creates |Yoli Martinez you may find her videos interesting. They are very humbling and relaxing. She does these videos where she builds and cooks and creates |3|5|消极|英国|Facebook|2023-07-27
Geyşa kadınlar .. herşeyi kendileri yapar hazırdan neredeyse hiç birsey kullanmazlar özel bakımları ve yemeklerini kendileri yapar gelenekcidirler hi|艺伎女人..他们自己做所有事情，他们几乎不使用任何现成的东西，他们自己做特别的照顾和烹饪，他们是传统主义者。|0|5|积极|土耳其|Facebook|2023-07-27
I love watching you doing different things picking fresh veggies from the garden then cook them, building Gazebo,oven ,sewing your dress and now maki|我喜欢看你做不同的事情，从花园里采摘新鲜蔬菜，然后烹饪它们，建凉亭，烤箱，缝衣服，现在做|1|5|积极|澳大利亚|Facebook|2023-07-27
Kate VernerRebecca de Ruiter Steph Wilcock I actually love this so much and would love to do this one day|我真的很喜欢这个，希望有一天能做这个|1|5|积极|新加坡|Facebook|2023-07-27
Anyone else wondering how she has all of those natural ingredients? Like does she have some crazy incredible farm?|还有人想知道她是怎么得到这些天然成分的吗?比如她有什么不可思议的农场吗?|2|5|积极|牙买加|Facebook|2023-07-27
Tom Tittel gefunden ... das ist das handgemachte super make up aus china ... sehr dezent und vintage ... wie aus die geishasogar das zuschauen der zu|…发现了什么?这是来自中国的手工制模太朴实复古了那就像艺妓看着你|2|5|积极|比利时|Facebook|2023-07-27
Had to watch till the end of the video. She is just amazing. Wish it had English translation. Loved it.|Had to watch till the end of the video. She is just amazing. Wish it had English translation. Loved it.|1|5|消极|英国|Facebook|2023-07-27
Enen Asis mao ni first video niya nga akong nakitan before thats why pagka kita naku balik niya kay nka remember dayon ko. She has that effect to her|这是我第一次看这个视频，所以当我回来时我会记住它。她对她有这种影响|4|5|中立|牙买加|Facebook|2023-07-27
I've been watching anime since the 80's it isn't until now that I really appreciate subtitles. If this wonderful woman can just consider her English |我从80年代就开始看动漫了，直到现在我才真正欣赏字幕。如果这位了不起的女士能考虑一下她的英语|0|5|消极|爱尔兰|Facebook|2023-07-27
在古代，化妝品是富家女子達官貴人世家才用的起的奢侈品，所以沒什麼好不好得...所以有錢好辦事，玻璃瓶？咖啡粉？蜂蜜？對有錢人來說是很好得的… 展开|在古代，化妆品是富家女子达官贵人世家才用的起的奢侈品，所以没什么好不好得...所以有钱好办事，玻璃瓶？咖啡粉？蜂蜜？对有钱人来说是很好得的… 展开|5|5|中立|中国|Facebook|2018-07-28
She can do almost everything..the place where she live is looks so peaceful..I definitely can live that way..|她几乎什么都能做，她住的地方看起来很宁静，我完全可以那样生活。|3|5|积极|美国|Facebook|2023-07-27
佳人纖手凝露香，提籃謫取弄新妝；細磨慢撚融蜂戶，… 展开|佳人纤手凝露香，提篮谪取弄新妆；细磨慢撚融蜂户，… 展开|5|5|积极|中国|Facebook|2018-07-28
Wowwwww that's awesomeI wanna do make natural glamorous awwwwwwlove itthank you for sharing|哇，太棒了，我想让自然变得迷人，哇，爱它，谢谢你的分享|5|5|积极|新西兰|Facebook|2023-07-27
สุดยอดสาวสวยเก็บดอกกุราบ|最好的女孩，摘花。|3|5|积极|泰国|Facebook|2023-07-27
ไม้มีรายการไหนจะดีไปกั่วนี่ไม้มีอีกแล้วจร้าชอบมากๆข้า|木头有什么好东西，铅有什么好东西?|5|5|中立|泰国|Facebook|2023-07-27
I wish there is a way to get all the ingredients in English, I would love to try . She is the best. Love her videos. Anyone knows if she has you tube|我希望有一种方法可以把所有的食材都用英语表达出来，我很乐意尝试。她是最好的。喜欢她的视频。有人知道她有没有管你吗|3|5|积极|英国|Facebook|2023-07-27
Millie Kendall Annamarie Solowij nice video of make up history. You probably saw it already. But anyway, it made me think of you two x x|米莉·肯德尔，安娜玛丽·索洛维，这段编造历史的视频不错。你可能已经看过了。但不管怎样，这让我想起了你们两个|4|5|积极|英国|Facebook|2023-07-27
Estee Chua maybe you should try this and make your brand and using natural ingredients in the gardenespecially skin carewhen are you launching your w|雅诗蔡美儿，也许你应该尝试一下，在花园中使用天然成分来打造你的品牌，尤其是护肤|4|5|积极|新西兰|Facebook|2023-07-27
Fuentes Jesa watch all her video, it reminds me of old day's where growing up in the farm is simple until we grow up and wanted more stupid things. Y|富恩特斯·杰萨看了她所有的视频，这让我想起了过去在农场长大的日子，直到我们长大，想要更多愚蠢的东西。Y|1|5|积极|澳大利亚|Facebook|2023-07-27
The background song ( end song) is from the series Princess AgentThe stars and moon song or Xingyue sing, I can't be mistaken because I knew it by he|The background song ( end song) is from the series Princess AgentThe stars and moon song or Xingyue sing, I can't be mistaken because I knew it by he|0|5|消极|新西兰|Facebook|2023-07-27
Beautiful video and so calming. I'd love to know what materials she used, the final result ended up looking so pretty!!|视频很美，很平静。我很想知道她用了什么材料，最后的结果看起来很漂亮!!|1|5|积极|英国|Facebook|2023-07-27
東西會失傳除了師傅留一手外，另外就是沒有教材化。倘若教材有完整留下，那隔幾代也還有機會復活這也是師範制度的建立很重要的原因。… 展开|东西会失传除了师傅留一手外，另外就是没有教材化。倘若教材有完整留下，那隔几代也还有机会复活这也是师范制度的建立很重要的原因。… 展开|5|5|积极|中国|Facebook|2018-07-28
不明白為什麼總有人覺得古代、所謂純天然的就是好，沒有防腐劑，東西根本放不久，而且唇紙胭脂顏色品相也無法控制，根本就不會好用啊|不明白为什么总有人觉得古代、所谓纯天然的就是好，没有防腐剂，东西根本放不久，而且唇纸胭脂颜色品相也无法控制，根本就不会好用啊|0|5|积极|中国|Facebook|2018-07-28
I remember these where the emperor wife's and high class make up and concubines that could only afford and use . The Chinese bb cream and lip stick p|我记得这些是皇帝的妻子和高级化妆和嫔妃只能负担得起和使用。中国的bb霜和唇膏|3|5|积极|牙买加|Facebook|2023-07-27
用來拍影片還可以，這些化妝品不防水不防汗不防出，出門一小時馬上變花臉貓|用来拍影片还可以，这些化妆品不防水不防汗不防出，出门一小时马上变花脸猫|2|5|消极|中国|Facebook|2018-07-28
古代有咖啡粉？|古代有咖啡粉？|0|5|积极|中国|Facebook|2018-07-28
Jenny Goh, no need buy liao...do your own....want what colour also can...some more is natural ingredient ...hahaa|Jenny Goh，没必要买廖…做自己的....要什么颜色也可以……还有一些是天然成分…哈哈|3|5|积极|美国|Facebook|2023-07-27
Bu Ah interesting video of how the old day Chinese make their cosmetics 100% natural|但是，这段有趣的视频展示了古代中国人是如何100%纯天然生产化妆品的|0|5|积极|爱尔兰|Facebook|2023-07-27
佳人纖手凝露香，提籃謫取弄新妝；細磨慢撚融蜂戶，… 展开|佳人纤手凝露香，提篮谪取弄新妆；细磨慢撚融蜂户，… 展开|2|5|积极|中国|Facebook|2018-07-28
Masya Allah jadi tjantik mak|上帝保佑我|3|5|中立|印度尼西亚|Facebook|2019-07-28
最後一幕含胭脂怎麼有玫瑰瞳鈴眼的fu|最后一幕含胭脂怎么有玫瑰瞳铃眼的fu|3|5|积极|中国|Facebook|2018-07-28
Does anyone know what the background music track is called? It fits so perfectly with the whole video|有人知道背景音乐叫什么吗?和整个视频非常契合|5|5|积极|爱尔兰|Facebook|2023-07-27
