"content"|"translated"|"likes"|"workId"|"sentiment"|"country"|"platform"|"postTime"
"That's cope, but I'll bite. So material support from Pakistan and China is enough to completely and effectively thwart the efforts of the active inte"|"那是应付，但我会咬人。因此，来自巴基斯坦和中国的物质支持足以彻底有效地挫败积极的整合者的努力"|"0"|"18"|"积极"|"美国"|"Twitter"|"2023-07-23"|"Twitter"
"The US Congress has always been a den of thieves against China, while China evidently lacks roles corresponding to figures like McCarthy. China needs"|"美国国会一直是针对中国的贼窝，而中国显然缺乏麦卡锡这样的角色。中国需要"|"108"|"18"|"积极"|"马来西亚"|"Twitter"|"2023-01-08"|"Twitter"
"A post-covid rebound in China, which consumes as much as 55% of global supply, is already fading. Growth is flagging in the West as rising interest r"|"中国消费了全球供应的55%，但疫情后的反弹已经消退。西方国家的经济增长正在放缓，因为人们的兴趣正在上升"|"45"|"18"|"积极"|"新加坡"|"Twitter"|"2023-07-11"|"Twitter"
"I’ll bite. China ranks hardly middle of the pack on a per capita basis. Why are climate deniers always going on about China and India? Is it to avoid"|"我会咬人。按人均计算，中国几乎排不上中游。为什么气候变化否认者总是谈论中国和印度?是为了避免"|"15"|"18"|"积极"|"牙买加"|"Twitter"|"2023-01-19"|"Twitter"
"Considering the FBI director just confirmed that the govnt believes the source of COVID-19 was a lab leak in China, are you also not questioning whet"|"考虑到联邦调查局局长刚刚证实，政府认为COVID-19的来源是中国的实验室泄漏，你也不质疑吗"|"353"|"18"|"积极"|"美国"|"Twitter"|"2023-03-01"|"Twitter"
"Thank you for your efforts to connect the dots @Vltra_MK We're all doing our part to tackle this whale of corruption one bite at a time. Are there 2 "|"@Vltra_MK感谢你的努力，我们都在尽自己的一份力量，一次咬一口地解决这条腐败的鲸鱼。有两个吗?"|"1"|"18"|"积极"|"澳大利亚"|"Twitter"|"2023-07-20"|"Twitter"
"#Eat Nanchang in #one #bite! From the #fried buns on the street to the stir fried #noodles at the end of the street, there must be a Nanchang #cuisin"|"#一口吃完南昌!从街边的#炒包到街尾的#炒面，一定有南昌#菜系"|"25"|"18"|"消极"|"马来西亚"|"Twitter"|"2023-04-11"|"Twitter"
"A bite of #Jilin: The northeast province's local products and delicacies, including ginseng and coarse cereal porridge, went on display at the 3rd Ch"|"尝一口吉林:东北地区的土特产和美食，包括人参和粗粮粥，在第三展厅展出"|"4"|"18"|"积极"|"美国"|"Twitter"|"2023-04-19"|"Twitter"
"There's a BUNCH of products that can be made at home to test demand. Like A LOT of them. Before trying to even order bottles from China. Just bite th"|"有很多产品可以在家里制造来测试需求。像很多人一样。在尝试从中国订购葡萄酒之前。咬一口"|"17"|"18"|"积极"|"马来西亚"|"Twitter"|"2023-04-16"|"Twitter"
"If you have been on YouTube or TikTok recently, you may have noticed Chinese cottagecore videos, where cooks making elaborate, traditional meals. @ba"|"如果你最近上过YouTube或TikTok，你可能会注意到中国的村寨视频，厨师们在视频中制作精心制作的传统美食。@ba"|"74"|"18"|"积极"|"澳大利亚"|"Twitter"|"2023-04-03"|"Twitter"
"a bite of China (steamed pig shared by 1000 villagers?) 我昨天从上午10点多到下午差不多五点在sci center 然后就坐在外面红椅子到大概凌晨12点。。我移到暖气站从凌晨12点待到今早7点多再到bench 从8点不到睡到中午12点。。。然"|"a bite of China (steamed pig shared by 1000 villagers?) 我昨天从上午10点多到下午差不多五点在sci center 然后就坐在外面红椅子到大概凌晨12点。。我移到暖气站从凌晨12点待到今早7点多再到bench 从8点不到睡到中午12点。。。然"|"0"|"18"|"消极"|"中国"|"Twitter"|"2023-06-13"|"Twitter"
"On covid origins I’ll bite: I spent a decade in China, read and speak the language. I’ve worked with labs there, and met scientists I admire. I was t"|"关于新冠病毒的起源，我要说:我在中国呆了10年，读过中文，也会说中文。我在那里的实验室工作过，遇到了我钦佩的科学家。我是t。"|"0"|"18"|"积极"|"新加坡"|"Twitter"|"2023-07-26"|"Twitter"
"Was such a pleasure to talk with Paris about how US tech policy is facing down China--from chips to TikTok--and how, like everywhere else, the dream "|"与巴黎谈论美国科技政策如何打压中国(从芯片到TikTok)，以及像其他地方一样，美国的梦想是如何实现的，我感到很高兴吗"|"23"|"18"|"积极"|"澳大利亚"|"Twitter"|"2023-04-27"|"Twitter"
"Dolphins terrorize and bite beachgoers in Japan for the 2nd year in a row #JapanNews #WorldNews #AsiaNews #BreakingNews [Video] Four separate inciden"|"在日本，海豚连续第二年恐吓并咬伤海滩游客#JapanNews #世界新闻#亚洲新闻#突发新闻[视频]四起独立事件"|"0"|"18"|"积极"|"英国"|"Twitter"|"2023-07-20"|"Twitter"
"I still think this is one of the most under appreciated and reported on stories both in Australia and globally. Chinese economic coercion is a paper "|"我仍然认为这是澳大利亚和全球最不被重视和报道的故事之一。中国的经济胁迫是一篇论文"|"1"|"18"|"积极"|"马来西亚"|"Twitter"|"2023-07-24"|"Twitter"
"China's automotive industry has taken off. In the first 6 months of the year, they exported 2.1 million vehicles, a 75.7% increase compared to the pr"|"中国的汽车工业已经起飞。今年前6个月，中国出口了210万辆汽车，同比增长了75.7%"|"0"|"18"|"积极"|"加拿大"|"Twitter"|"2023-07-18"|"Twitter"
"Fifthly, we don't get the luxury of closing our eyes & pretending there is no risk. Nor should we contemplate accomodation with a rising China. It wi"|"第五，我们不能奢侈地闭上眼睛，假装没有风险。我们也不应该考虑与崛起的中国和解。它wi"|"18"|"18"|"消极"|"马来西亚"|"Twitter"|"2023-03-09"|"Twitter"
"https://bizpacreview.com/2023/07/24/biden-admin-sues-texas-over-floating-border-barrier-1380217/…It takes a great deal of corruption to sue a state f"|"https://bizpacreview.com/2023/07/24/biden-admin-sues-texas-over-floating-border-barrier-1380217/...It起诉一个州需要大量的腐败"|"1"|"18"|"积极"|"加拿大"|"Twitter"|"2023-07-25"|"Twitter"
"Weakness in China's property market has taken a bite out of the economy as a developer debt crisis led to scores of residential projects being left u"|"中国房地产市场的疲软对经济造成了影响，开发商的债务危机导致大量住宅项目被搁置"|"1"|"18"|"积极"|"马来西亚"|"Twitter"|"2023-01-17"|"Twitter"
"Our US Strategy team thinks megacap Growth is set for a pullback, while US recession risks could still bite. We raise Europe back to Overweight. Euro"|"我们的美国战略团队认为，大盘股增长将回落，而美国经济衰退的风险仍可能产生影响。我们将欧洲调回“增持”。欧元"|"62"|"18"|"积极"|"英国"|"Twitter"|"2023-07-10"|"Twitter"
"青翠的野菜是大自然的馈赠，每一口都是春天的味道。Green wild vegetables are a gift from nature, and every bite is a taste of spring."|"青翠的野菜是大自然的馈赠，每一口都是春天的味道。Green wild vegetables are a gift from nature, and every bite is a taste of spring."|"1"|"18"|"积极"|"中国"|"Twitter"|"2023-05-26"|"Twitter"
"China rose on the back of the West's purchasing power. Trade. Now like a snake in the grass they turn to bite and kill us."|"China rose on the back of the West's purchasing power. Trade. Now like a snake in the grass they turn to bite and kill us."|"0"|"18"|"消极"|"爱尔兰"|"Twitter"|"2023-07-21"|"Twitter"
"See this is how the west should have treated Africa a long time ago instead of exploiting them we should have helped them prosper but look at what ch"|"看，这就是西方很久以前就应该对待非洲的方式，而不是剥削他们，我们应该帮助他们繁荣"|"0"|"18"|"积极"|"爱尔兰"|"Twitter"|"2023-07-26"|"Twitter"
"Disturbances in #Balochistan are partially a result of #Beijing's policies of economic coercion and exploitation of locals. So the #CCP should not be"|"#俾路支省的骚乱部分是由于#北京的经济胁迫和剥削当地人的政策。所以中共不应该"|"0"|"18"|"中立"|"加拿大"|"Twitter"|"2023-07-24"|"Twitter"
"I'd like someone to ask how China's GDP actually grew by 3% given the extent & scope of their COVID lockdowns...Or will everyone give Beijing a free "|"我想有人问一下，考虑到他们COVID封锁的程度和范围，中国的GDP是如何实际增长3%的…还是每个人都给北京免费"|"68"|"18"|"积极"|"新西兰"|"Twitter"|"2023-01-17"|"Twitter"
"Or equivalently, the GDP per capita of China in 2006. Behave like China in 2006. You are a large country who needs to know your geopolitical reach an"|"或者相当于2006年中国的人均GDP。表现得像2006年的中国。你是一个大国，你需要知道你的地缘政治影响力"|"72"|"18"|"积极"|"加拿大"|"Twitter"|"2023-05-31"|"Twitter"
"A Bite of China Season 2 Episode 1 Footsteps HD 1080P《舌尖上的中国 第二季》第1集 脚步 高清 1080P《舌尖上的中国 第二季》第1集 脚步 高清 1080P https://youtu.be/DSqzTm-0iqU via @YouTube"|"A Bite of China Season 2 Episode 1 Footsteps HD 1080P《舌尖上的中国 第二季》第1集 脚步 高清 1080P《舌尖上的中国 第二季》第1集 脚步 高清 1080P https://youtu.be/DSqzTm-0iqU via @YouTube"|"0"|"18"|"积极"|"中国"|"Twitter"|"2023-06-13"|"Twitter"
"While we demonise coal, China and India are powering up using our exports.Austs contribution to emissions is a bees twat compared to other nations. I"|"当我们妖魔化煤炭的时候，中国和印度正在利用我们的出口来发电。与其他国家相比，澳大利亚对排放的贡献微不足道。我"|"0"|"18"|"积极"|"新加坡"|"Twitter"|"2023-07-22"|"Twitter"
"Loud dogs like Blinken bark a great game when it comes to China but are too much of a coward to actually bite. Regardless, he’s a rabid dog that can "|"当谈到中国时，像布林肯这样的大狗会吠叫，但他们太懦弱了，不敢咬人。不管怎样，他是只疯狗"|"1"|"18"|"消极"|"美国"|"Twitter"|"2023-07-25"|"Twitter"
"#Opinion: The US Congress has always been a den of thieves against China, while China evidently lacks roles corresponding to figures like McCarthy. C"|"观点:美国国会一直是针对中国的贼窝，而中国显然缺乏麦卡锡这样的角色。C"|"10"|"18"|"积极"|"牙买加"|"Twitter"|"2023-01-08"|"Twitter"
"A Bite of China (English) season 2  舌尖上的中国(英文版) 第二季 https://youtube.com/playlist?list=PLOHG5PB2LOcj0D88C0pzouDVt2hoUnVmZ… 来自 @YouTube"|"A Bite of China (English) season 2  舌尖上的中国(英文版) 第二季 https://youtube.com/playlist?list=PLOHG5PB2LOcj0D88C0pzouDVt2hoUnVmZ… 来自 @YouTube"|"0"|"18"|"积极"|"中国"|"Twitter"|"2023-02-05"|"Twitter"
"Carbon emissions continued their growth in 2022“China’s zero-covid policy and the war in Ukraine took a big bite off of world carbon emissions last y"|"“去年，中国的零冠政策和乌克兰战争对全球碳排放造成了很大影响"|"6"|"18"|"积极"|"美国"|"Twitter"|"2023-03-03"|"Twitter"
"I’ll bite. Tens of millions of well-to-do Americans work for those rich evil corporations. They do good, we do good, do bad and they lay-off or move "|"我会咬人。数以千万计的美国富人为那些富有的邪恶公司工作。他们做得好，我们做得好，做得不好，他们要么裁员，要么搬家"|"1"|"18"|"积极"|"新加坡"|"Twitter"|"2023-07-19"|"Twitter"
"The worst is yet 2come. Our arrogance towards Mother Earth one day will come up from behind &bite us on the ass. The US cares but Russia, China &Indi"|"最糟糕的还在后头。我们对地球母亲的傲慢总有一天会从背后咬我们的屁股。美国只关心俄罗斯、中国和印度"|"0"|"18"|"积极"|"牙买加"|"Twitter"|"2023-07-18"|"Twitter"
"Of course, the foreigner with the mask under his chin or the one with it under her nose are no problem, but god forbid a Chinese girl drops her mask "|"当然，下巴下面戴口罩的外国人或鼻子下面戴口罩的外国人都没问题，但上帝禁止中国女孩掉口罩"|"365"|"18"|"积极"|"新加坡"|"Twitter"|"2022-06-14"|"Twitter"
"A Bitten Peach has symbolised homosexuality in China for thousands of years. Legend has it that Duke Ling of Wey (534-492 BCE) was walking in a garde"|"在中国，被咬的桃子几千年来一直是同性恋的象征。传说魏灵公(公元前534-492年)走在一个庭院里"|"1386"|"18"|"积极"|"美国"|"Twitter"|"2021-08-19"|"Twitter"
"#Chinese #Cuisine, A Bite of China#Food #Tradition #VeryChina"|"#中国菜，舌尖上的中国#食物#传统#VeryChina"|"24"|"18"|"中立"|"加拿大"|"Twitter"|"2018-04-06"|"Twitter"
"I want to sit them all down and make them watch A Bite Of China - Season 2 Episode 2 - traditional wedge and stone hammer rapeseed oil extraction sce"|"我想让他们都坐下来，让他们看《舌尖上的中国》第二季第二集——传统的楔石锤榨油过程"|"12"|"18"|"积极"|"新西兰"|"Twitter"|"2022-10-13"|"Twitter"
"舌尖上的中国，我们有好多好多好吃的A Bite of China，welcome.We have lots and lots of good food. #ThailandcomingXmaxtul"|"舌尖上的中国，我们有好多好多好吃的A Bite of China，welcome.We have lots and lots of good food. #ThailandcomingXmaxtul"|"9"|"18"|"积极"|"中国"|"Twitter"|"2021-01-24"|"Twitter"
"舌尖上的中国:四川盐源猪膘肉A bite of China: Preserved Pork belly, Yanyuan, Liangshan Yi Autonomous Prefecture, SW China's Sichuan province."|"舌尖上的中国:四川盐源猪膘肉A bite of China: Preserved Pork belly, Yanyuan, Liangshan Yi Autonomous Prefecture, SW China's Sichuan province."|"17"|"18"|"中立"|"中国"|"Twitter"|"2022-04-10"|"Twitter"
"みんな、知ってる？本当の四川料理は辛くないです。BS12【A Bite of China】放送中。本当の中国料理をどうぞ♡"|"大家知道吗?真正的四川菜不辣。BS12【A Bite of China】播出中。请吃真正的中国菜吧♡"|"14"|"18"|"消极"|"日本"|"Twitter"|"2021-01-15"|"Twitter"
"I hope Lucas could attend more variety shows related to travalling, food， such as  BACK TO FIELD, or even documentary series A BITE OF CHINA, No Pove"|"我希望Lucas能多参加一些与旅游、美食相关的综艺节目，比如《BACK to FIELD》，甚至是纪录片《舌战中国》"|"55"|"18"|"积极"|"牙买加"|"Twitter"|"2022-04-10"|"Twitter"
"Yes, people worldwide are willing to pay $10K for a scarce flight into China, do quarantine in a govt designated hotel and put up with endless covid "|"是的，全世界的人都愿意花1万美元坐稀缺的航班去中国，在政府指定的酒店隔离，忍受无休止的新冠肺炎"|"199"|"18"|"中立"|"马来西亚"|"Twitter"|"2022-09-14"|"Twitter"
"Wait so Audra Wolfe's Freedom's Laboratory ends with a section called Note on Sources and Methods that, among other great tips, teaches you how to us"|"等等，奥德拉·沃尔夫的《自由的实验室》以一个名为“来源和方法的注释”的部分结束，在其他很棒的提示中，教你如何使用我们的方法"|"17"|"18"|"积极"|"澳大利亚"|"Twitter"|"2019-02-21"|"Twitter"
"A Bite of China is a documentary  television programme produced by CCTV. In this video,  you will see many different Chinese cuisines. https://youtub"|"舌尖上的中国是中央电视台制作的纪录片电视节目。在这个视频中，你会看到许多不同的中国菜。https://youtub"|"34"|"18"|"积极"|"牙买加"|"Twitter"|"2022-01-15"|"Twitter"
"$NIO is already taking a really big bite of the pie! A massive 23% Market share of China's all electric SUV in April, higher than $TESLA's 17% and $X"|"蔚来已经在这块蛋糕上占了很大的份额!今年4月，比亚迪在中国全电动SUV市场的份额高达23%，高于特斯拉的17%和X美元"|"126"|"18"|"积极"|"美国"|"Twitter"|"2021-05-13"|"Twitter"
"Season 3 of “A Bite of China” to debut during holiday https://goo.gl/2Tzjjp"|"《舌尖上的中国》第三季假期开播https://goo.gl/2Tzjjp"|"87"|"18"|"积极"|"新加坡"|"Twitter"|"2018-02-11"|"Twitter"
"In Zhangqiu, Shandong interviewing Master Niu who makes special hand made iron woks. They became famous after he was featured on the documentary “A B"|"在山东章丘采访制作特殊手工铁锅的牛师傅。在他出现在纪录片《A B》中之后，他们就出名了"|"10"|"18"|"积极"|"新西兰"|"Twitter"|"2020-10-07"|"Twitter"
"If you’re very lucky you might still bag a ticket to @redhousespice #popup #supperclub #TONIGHT @BedfordPavilion #Bedford 7pm - incredible food ‘a Bi"|"如果你很幸运，你可能还能买到一张@redhousespice #popup # superclub #今晚@BedfordPavilion #Bedford晚上7点的门票——不可思议的食物"|"3"|"18"|"消极"|"新西兰"|"Twitter"|"2018-04-18"|"Twitter"
"One more day until our next A Bite of China event! Once you discover Jianbing, it'll be all you'll want to eat  #sotasty"|"离下一个舌尖上的中国活动还有一天!一旦你发现了煎饼，你就会想吃它#太好吃了"|"3"|"18"|"消极"|"英国"|"Twitter"|"2020-02-25"|"Twitter"
"A bite of china . Xian 快到五一了又疯狂想去旅行……怀念三月去西安的觅食之旅"|"A bite of china . Xian 快到五一了又疯狂想去旅行……怀念三月去西安的觅食之旅"|"0"|"18"|"积极"|"中国"|"Twitter"|"2018-04-13"|"Twitter"
"A Bite of China, Classic Flavours in a Timeless Restaurant.Golden Dragon: 040 6629 3309#GoldenDragonRestaurant #TajKrishnaHyderabad #tajkrishnahotel "|"舌尖上的中国，永恒餐厅的经典风味。金龙:040 6629 3309#金龙餐厅#TajKrishnaHyderabad #tajkrishnahotel"|"3"|"18"|"积极"|"加拿大"|"Twitter"|"2019-02-20"|"Twitter"
"a bite of China～ What do you think of the most popular dish cooked by me, a green hand in the kitchen? 这道出自我，厨房新手的国菜，合格不？"|"a bite of China～ What do you think of the most popular dish cooked by me, a green hand in the kitchen? 这道出自我，厨房新手的国菜，合格不？"|"0"|"18"|"消极"|"中国"|"Twitter"|"2022-07-29"|"Twitter"
"Met online celeb Medi who's of French&Lebanese origins living in #Xinjiang. He's been in China for 13 yrs, married a local wife&has 2 children. What "|"认识了住在新疆的法国和黎巴嫩混血网红Medi。他来中国已经13年了，娶了一个当地人，有两个孩子。什么"|"352"|"18"|"积极"|"爱尔兰"|"Twitter"|"2021-04-12"|"Twitter"
"#EnglishLearning It has been a few months since started to talk to the American guy. And I successfully marketed Chinese food and a documentary calle"|"和那个美国人聊天已经有几个月了。我成功地推销了中国食物和一部纪录片"|"0"|"18"|"积极"|"美国"|"Twitter"|"2020-10-23"|"Twitter"
"Delighted to host the event of “A Bite of China” on the eve of the Chinese New Year. This is the second year that “A Bite of China” has come to Londo"|"很高兴在农历新年前夕举办“舌尖上的中国”活动。这是《舌尖上的中国》第二年来到伦敦"|"59"|"18"|"积极"|"爱尔兰"|"Twitter"|"2020-01-16"|"Twitter"
"A Bite of China, which is a cultural event featuring both traditional Chinese and British #cuisine, has been put on by the Chinese embassy in the UK "|"舌尖上的中国是中国和英国传统美食的文化活动，由中国驻英国大使馆举办"|"209"|"18"|"积极"|"新西兰"|"Twitter"|"2019-02-26"|"Twitter"
"A Bite of ChinaOCEANAIR,assisting the blue ocean farming project and benefiting A Bite of China together as well as the world marine farming. OCEANAI"|"舌尖上的中国，助力蓝海养殖工程，共同造福舌尖上的中国，造福世界海洋养殖。OCEANAI"|"0"|"18"|"积极"|"牙买加"|"Twitter"|"2019-10-10"|"Twitter"
"中国文化 Chinese Culture - Know More about China舌尖上的中国 A Bite of China 鲁菜，即山东菜。特点是清香、鲜嫩、味醇，十分讲究清汤和奶汤的调制，清汤色清而鲜，奶汤色白而醇。同时，鲁菜也擅长爆、烧、炸、炒，口味偏重。著名的菜品有糖醋鱼、葱爆羊肉"|"中国文化 Chinese Culture - Know More about China舌尖上的中国 A Bite of China 鲁菜，即山东菜。特点是清香、鲜嫩、味醇，十分讲究清汤和奶汤的调制，清汤色清而鲜，奶汤色白而醇。同时，鲁菜也擅长爆、烧、炸、炒，口味偏重。著名的菜品有糖醋鱼、葱爆羊肉"|"0"|"18"|"积极"|"中国"|"Twitter"|"2020-08-25"|"Twitter"
"Take a bite of Chinese New Year! People around China prepare cured meat for the feasts of #SpringFestival2018"|"尝尝中国新年的滋味吧!中国各地的人们为2018年春节的盛宴准备腊肉"|"163"|"18"|"积极"|"新加坡"|"Twitter"|"2018-02-15"|"Twitter"
"Clock in the most popular noodle shop in the whole network, it’s so delicious that misses the flight, recommended by A Bite of China.Ma Zilu beef noo"|"在全网最受欢迎的面馆打点，美味到错过航班，舌尖上的中国推荐。马子路牛肉面"|"2"|"18"|"积极"|"新西兰"|"Twitter"|"2018-07-03"|"Twitter"
"C'est la Chine · Tokyo  Fascinated by Chinese cuisine, Japanese chefs reinterpret 'A Bite of China'https://english.dotdotnews.com/a/202208/28/AP630b3"|"被中国美食深深吸引的日本大厨们重新诠释了《舌尖上的中国》https://english.dotdotnews.com/a/202208/28/AP630b3"|"5"|"18"|"积极"|"加拿大"|"Twitter"|"2022-08-28"|"Twitter"
"no wonder the music in #苍兰诀 is so good - roc chen is one of the music directors! he's very well-known in the chn film music industry, notably for his"|"难怪《#怪圈》里的音乐这么好——陈鹏是音乐总监之一!他在中国电影音乐界非常有名，尤其是他的"|"179"|"18"|"积极"|"爱尔兰"|"Twitter"|"2022-08-21"|"Twitter"
"Video: A bite of China's space station #SpaceChina"|"视频:中国空间站# spacchina"|"33"|"18"|"消极"|"美国"|"Twitter"|"2021-06-21"|"Twitter"
"A Bite of China — — Winter Bamboo Shoot"|"舌尖上的中国——冬笋"|"6"|"18"|"积极"|"马来西亚"|"Twitter"|"2022-12-14"|"Twitter"
"This desert looks like a cake desert and I want to have a bite of itYueyaquan is actually a crescent-shaped lake in an oasis, 6 km south of the city "|"这个沙漠看起来像一块蛋糕，我想尝一口。岳崖泉实际上是一个月牙形的湖泊，位于城市以南6公里的绿洲中"|"72"|"18"|"积极"|"加拿大"|"Twitter"|"2022-12-15"|"Twitter"
"While #NancyPelosi lands in Taipei #Taiwan seems like the US Govt. has not only Spit directly on the face of Xi Jinping but has also given a tight sl"|"While #NancyPelosi lands in Taipei #Taiwan seems like the US Govt. has not only Spit directly on the face of Xi Jinping but has also given a tight sl"|"39"|"18"|"消极"|"美国"|"Twitter"|"2022-08-02"|"Twitter"
"Sinornithosaurus was a venomous feathered dinosaur from the early Cretaceous Period of China. It would bite prey and the venom stunned it.(Video BBC)"|"中华鸟龙是一种来自中国白垩纪早期的有毒羽毛恐龙。它会咬猎物，毒液会使它昏迷。BBC(视频)"|"195"|"18"|"积极"|"马来西亚"|"Twitter"|"2022-07-19"|"Twitter"
"Hit food show A Bite of China entices again in Season 3"|"热门美食节目《舌尖上的中国》第三季将再次吸引观众"|"105"|"18"|"积极"|"新加坡"|"Twitter"|"2018-02-20"|"Twitter"
"To feed the Olympians: #Olympic chef Bai Xiaojun expected to impress #Beijing2022 participants with a bite of China. #Chinarama"|"为奥运选手提供食物:#奥运厨师白晓军希望用一口中国菜打动#Beijing2022的参与者。# Chinarama"|"21"|"18"|"积极"|"新西兰"|"Twitter"|"2022-01-25"|"Twitter"
"A bite of China #space station!The daily life of 3 taikonauts in China Space Station. A variety of cuisines meet their different needs, such as spicy"|"尝一口中国的空间站!中国空间站3名宇航员的日常生活。各种各样的菜系满足他们不同的需求，比如麻辣"|"21"|"18"|"积极"|"加拿大"|"Twitter"|"2021-11-11"|"Twitter"
"Thousands of people queue up for a bite of a super large #mooncake in SW China"|"在中国西南部，成千上万的人排队吃超大的月饼"|"179"|"18"|"中立"|"加拿大"|"Twitter"|"2017-09-23"|"Twitter"
"A bite of #China, a bite of #intangibleculturalheritage! So many exquisite and delicious #foods! Which one do you like the most? "|"尝一口中国，尝一口非物质文化遗产!这么多精致美味的食物!你最喜欢哪一个?"|"3"|"18"|"积极"|"澳大利亚"|"Twitter"|"2022-12-31"|"Twitter"
"A bite of China. Wanna learn making steamed twisted rolls？#Chinese delicacy"|"舌尖上的中国。想学做蒸扭卷吗?#中国美食"|"2"|"18"|"积极"|"马来西亚"|"Twitter"|"2022-06-29"|"Twitter"
"A Bite of #China's #CCP...."|"咬一口#中国的#CCP...."|"0"|"18"|"消极"|"马来西亚"|"Twitter"|"2020-01-16"|"Twitter"
"China's Xizang military region is practicing using drones to deliver food, and has strongly suggested setting up a large screen at the border to show"|"中国西藏军区正在练习使用无人机运送食品，并强烈建议在边境设置一个大屏幕进行展示"|"4"|"18"|"积极"|"马来西亚"|"Twitter"|"2020-09-10"|"Twitter"
"It smells so good! I can't help it! Mommy had to purchase a loaf of bread when she found out her naughty famished 2-yr-old girl took a bite out of it"|"闻起来好香啊!我没办法!当妈妈发现她淘气的、饥饿的2岁的女儿咬了一口面包时，她不得不买了一条面包"|"252"|"18"|"消极"|"加拿大"|"Twitter"|"2021-03-05"|"Twitter"
"This couple are travelling beekeepers, like nomads, they go where the flowers are. A Bite of China S02E02  47 Minutes  https://youtu.be/2jdTfdttwx4"|"这对夫妇是旅行养蜂人，就像游牧民一样，哪里有花他们就去哪里。舌尖上的中国so2e02 47分钟https://youtu.be/2jdTfdttwx4"|"1"|"18"|"积极"|"加拿大"|"Twitter"|"2022-10-18"|"Twitter"
"Take a bite of China's hottest Zibo barbecue！"|"来尝尝中国最辣的淄博烧烤吧!"|"0"|"18"|"中立"|"牙买加"|"Twitter"|"2023-04-30"|"Twitter"
"Kashgar: Night marketXinjiang's #Kashgar is the westernmost city in China. As the area boasts snow mountains, plateaus, deserts & oases, visitors can"|"新疆喀什是中国最西端的城市。由于该地区拥有雪山，高原，沙漠和绿洲，游客可以"|"125"|"18"|"中立"|"美国"|"Twitter"|"2021-09-05"|"Twitter"
"  REMINDER that this is the second time Nancy Pelosi has defiantly stood up to Communist #China and humiliated the all bark no bite Paper Tiger of a "|"  REMINDER that this is the second time Nancy Pelosi has defiantly stood up to Communist #China and humiliated the all bark no bite Paper Tiger of a "|"125"|"18"|"中立"|"加拿大"|"Twitter"|"2022-08-02"|"Twitter"
"Have you ever tried any Chinese food? Hot Pot? Tofu? Beijing Duck? This Saturday(19-01), a special quiz of “A Bite of China” will come on Bethewone C"|"你吃过中国菜吗?火锅吗?豆腐吗?北京烤鸭?本周六(1月19日)，“舌尖上的中国”的特别测试将在bethewomone C上进行"|"1"|"18"|"消极"|"新西兰"|"Twitter"|"2019-01-14"|"Twitter"
"How China gets you taste buds dancing and your heart racing? Come and share with us your bite and a glimpse of China and win big prizes. #SavoringChi"|"中国是如何让你的味蕾起舞、心跳加速的?快来和我们分享你对中国的一瞥，赢得大奖。# SavoringChi"|"11"|"18"|"积极"|"新西兰"|"Twitter"|"2020-09-02"|"Twitter"
"This #food which is popular in #spring in #Anji has been on A Bite of China! Do you know what it is? Click on the video to collect the spring delicac"|"这个在安吉春天很流行的食物上了舌尖上的中国!你知道这是什么吗?点击视频收集春季熟食"|"3"|"18"|"积极"|"澳大利亚"|"Twitter"|"2023-04-17"|"Twitter"
"#toCONSIDER The mouthwatering show returns! The popular documentary A Bite of China, which explores the relationship between Chinese people and food,"|"#考虑令人垂涎的节目回归!广受欢迎的纪录片《舌尖上的中国》探讨了中国人与食物的关系，"|"0"|"18"|"积极"|"加拿大"|"Twitter"|"2018-02-21"|"Twitter"
"#Russia adopted the same tactics of #Censorship that the #Communists in #China used. Now there are over 100K cases in just a few weeks. Hiding inform"|"#俄罗斯采取了与#中国共产党使用的#审查相同的策略。现在在短短几周内就有超过10万例病例。隐藏通知"|"156"|"18"|"积极"|"加拿大"|"Twitter"|"2020-05-02"|"Twitter"
"Wow, the Mid-autumn Festival holiday is coming. We pandas also want to eat some moon cake. It must be yummy. But before eating a moon cake I would li"|"哇，中秋节就要到了。我们熊猫也想吃一些月饼。一定很好吃。但是在吃月饼之前，我会吃"|"1"|"18"|"消极"|"牙买加"|"Twitter"|"2021-09-17"|"Twitter"
"Third season of A Bite of #China, a documentary TV series on food and cooking, gets a mixed response from audiences https://goo.gl/BxvrBw"|"《舌尖上的中国》第三季是一部关于美食和烹饪的纪录片，观众们的反应不一https://goo.gl/BxvrBw"|"77"|"18"|"积极"|"新西兰"|"Twitter"|"2018-03-15"|"Twitter"
"#TasteofNingboBesides Tangyuan, the scene of fishermen in Xiangshan county fishing and making seafood dishes also appeared in A Bite of China. Xiangs"|"除了汤园，《舌尖上的中国》中还出现了象山县渔民捕鱼和做海鲜的场景。香"|"0"|"18"|"积极"|"英国"|"Twitter"|"2018-02-28"|"Twitter"
"Have you seen musician play instruments like this? Roc Chen plays with software Digital Performer on MacBook Pro. Music: Main Theme of a Bite of Chin"|"你见过音乐家这样演奏乐器吗?Roc Chen在MacBook Pro上玩Digital Performer软件。音乐:《咬一口下巴》主旋律"|"5"|"18"|"积极"|"新西兰"|"Twitter"|"2021-09-27"|"Twitter"
"#MostWatched:Thousands of people queue up for a bite of a super large #mooncake in SW China"|"最多人观看:中国西南部，成千上万的人排队吃超大的月饼"|"140"|"18"|"积极"|"爱尔兰"|"Twitter"|"2017-09-23"|"Twitter"
